Name,Slug,Cuisine,Price Level,Average Price,Currency,Rating,Review Count,Street,Zip Code,Locality,Country,Latitude,Longitude
L'Ami D'Afrique,l-ami-d-afrique,Africain,2,22,EUR,8.1,116,Rue de Bellevue,75019,Paris,France,48.8794993,2.3943372
Senatore,senatore,Italien,2,21,EUR,8.9,1844,85 Rue Daguerre,75014,Paris,France,48.8357683,2.3244538
Pates Thai 14,pates-thai-14,Asiatique,1,18,EUR,9,249,5 Rue Raymond Losserand,75014,Paris,France,48.8364307,2.3227975
Cafe Delmas,cafe-delmas,Français,3,35,EUR,8.8,127,2 Pl. de la Contrescarpe,75005,Paris,France,48.8444855,2.3496734
Saigon Hanoi,saigon-hanoi,Asiatique,1,15,EUR,9.3,86,168 Rue de Charonne,75011,Paris,France,48.8557412,2.3920033
Sindang Grill,sindang-grill,Coréen,1,16,EUR,9,326,51 Pass. des Panoramas,75002,Paris,France,48.8710321,2.3415547
Le Zeyer,le-zeyer,Français,3,48,EUR,8.5,1316,62 Rue d'Alésia,75014,Paris,France,48.8280963,2.3262626
Demi Lune,demi-lune,Savoyard,3,30,EUR,7.8,258,34 Rue Saint-Séverin,75005,Paris,France,48.8526212,2.3447534
Tipaza,tipaza,Marocain,2,25,EUR,9.4,5634,"155, rue Saint Charles",75015,Paris,France,48.842403223472,2.282020092010498
Rani Mahal,rani-mahal,Indien,3,33,EUR,8.9,516,"9, rue Saint Augustin",75002,Paris,France,48.86875,2.33727
Cèpe & Figue,cepe-figue,Français,3,35,EUR,9.1,2762,"59, rue Saint-André des Arts",75006,Paris,France,48.853325548445,2.3390400409698486
Primo Restaurant & Pizzeria,primo-restaurant-pizzeria,Italien,3,31,EUR,9.3,783,8 Rue Réaumur,75003,Paris,France,48.8649563,2.3591757
Charbon,charbon,Méditérranéen,1,12,EUR,9.4,504,12 Rue Bayen,75017,Paris,France,48.8795463,2.2951619
Hara Kiri,hara-kiri,Japonais,1,19,EUR,8.7,169,82 Rue du Faubourg Saint-Denis,75010,Paris,France,48.873574,2.3550979
Chez Paolo - Santa Maria,chez-paolo-santa-maria,Italien,3,35,EUR,9,82,68 Avenue de la Grande-Armée,75017,Paris,France,48.8772106,2.2856596
La Rughetta,la-rughetta,Pizzeria,2,29,EUR,9.5,1150,"41, rue Lepic",75018,Paris,France,48.88651,2.33357
New Sanna,new-sanna,Indien,3,33,EUR,9.6,288,"111 Avenue de Villiers, Paris, France",75017,Paris,France,48.8848693,2.2959496
Bacabon,bacabon,Japonais,3,33,EUR,9.2,67,90 Rue de Charonne,75011,Paris,France,48.853767,2.3817442
Hostellerie de L'oie Qui Fume,hostellerie-de-l-oie-qui-fume,Français,2,27,EUR,8.9,37,23 Rue Frédéric Sauton,75005,Paris,France,48.85056549999999,2.3491494
Harmony Café,harmony-cafe,Français,2,20,EUR,0,177,"117, boulevard de port royal",75014,Paris,France,48.83862,2.33969
La Marchandise Café,la-marchandise-cafe,Français,2,22,EUR,8.8,3,14bis Rue d'Alleray,75015,Paris,France,48.8379892,2.3013052
Indian House,indian-house,Indien,2,24,EUR,9.4,370,27 Rue Gassendi,75014,Paris,France,48.8342728,2.3264804
Imperial Treasure,imperial-treasure,Chinois,4,130,EUR,9.3,1243,44 Rue de Bassano,75008,Paris,France,48.8704617,2.2991517
Le Standard Rive Gauche,le-standard-rive-gauche,Français,3,35,EUR,9.3,642,1 Bd du Montparnasse,75006,Paris,France,48.8467202,2.3172325
PEPEGUSTO,pepegusto,Italien,2,20,EUR,9.2,346,20 Rue de la Croix Nivert,75015,Paris,France,48.8469432,2.2998691
Mekong,mekong,Asiatique,1,17,EUR,0,19,59 Rue des Petites Écuries,75010,Paris,France,48.8738869,2.3484228
Le Reminet,le-reminet,Français,3,46,EUR,9.1,18739,"3, rue des Grands Degrés",75005,Paris,France,48.851287363858,2.3500099182128906
Barrio Meshica Village Jourdain,barrio-meshica-village-jourdain,Mexicain,2,23,EUR,9.5,1052,15 Rue de la Villette,75019,Paris,France,48.8754732,2.3873058
Mayli's Resto &Co.,mayli-s-resto-co,Latino,1,19,EUR,9.6,491,36 Rue Blondel,75002,Paris,France,48.8690211,2.3524771
Lucette fait des crêpes (Rue de Trévise),lucette-fait-des-crepes-rue-de-trevise,Français,2,20,EUR,9.5,310,12 Rue de Trévise,75009,Paris,France,48.87336699999999,2.3453397
Les Comédiens,les-comediens,Italien,1,18,EUR,8.8,2014,44 boulevard du Montparnasse,75015,Paris,France,48.844773151144,2.320729970932007
Astrance,astrance,Européen,4,200,EUR,9.3,147,32 Rue de Longchamp,75016,Paris,France,48.8650824,2.2898578
L'Argument,l-argument,Français,2,24,EUR,9,496,121 Rue de la Convention,75015,Paris,France,48.8406948,2.2890717
Baillotte,baillotte,Français,3,50,EUR,0,0,16 Rue du Dragon,75006,Paris,France,48.8535218,2.3308668
Sakura,sakura,Japonais,2,20,EUR,8.8,7,50 Rue de la Folie-Regnault,75011,Paris,France,48.8595195,2.386851000000001
Shikoku,shikoku,Japonais,2,21,EUR,8.7,1968,23 Rue des Mathurins,75008,Paris,France,48.8730946,2.3260004
Safrane,safrane,Indien,3,36,EUR,8.5,202,1 Rue des Colonels Renard,75017,Paris,France,48.8777722,2.2905718
Addis Abeba,addis-abeba,Ethiopien,2,23,EUR,8.9,116,56 Rue Notre Dame de Lorette,75009,Paris,France,48.8799791,2.3361181
Ikuzo,ikuzo,Japonais,3,30,EUR,9,28,110 Rue des Dames,75017,Paris,France,48.8825066,2.3163467
Koï Daguerre,koi-daguerre,Japonais,2,28,EUR,9.2,1067,98 Rue Daguerre,75014,Paris,France,48.8361821,2.3239098
Ai Hsu Table,ai-hsu-table,Japonais,2,28,EUR,9.3,408,16 Rue Saint-Sébastien,75011,Paris,France,48.8609415,2.3688459
Allard,allard,Français,4,75,EUR,8.7,605,41 Rue Saint-André des Arts,75006,Paris,France,48.8533032,2.3410216
Bobo Snack,bobo-snack,Japonais,1,18,EUR,9.6,45,27 Rue Meslay,75003,Paris,France,48.8676575,2.3596789
Le Rhodia,le-rhodia,,2,24,EUR,9.1,30,18 Rue Antoine Bourdelle,75015,Paris,France,48.8429717,2.3186284
Dessi khaannaa,dessi-khaannaa,Indien,1,15,EUR,7.4,16,1 Rue Guillaume Bertrand,75011,Paris,France,48.86322939999999,2.379431599999999
Le Mathusalem,le-mathusalem,Français,3,42,EUR,9.4,1736,"5 bis, boulevard Exelmans			
",75016,Paris,France,48.839967905543,2.2669599056243896
Cantine Marocaine Le Darkoum,cantine-marocaine-le-darkoum,Marocain,1,15,EUR,7.6,159,17 Rue Daguerre,75014,Paris,France,48.8337749,2.3299053
Midi Minuit,midi-minuit,Français,4,60,EUR,0,2,Pl. des États-Unis,75116,Paris,France,48.8678173,2.2939776
Altanoor 18,altanoor-18,Libanais,2,25,EUR,9.3,24,142 Rue Marcadet,75018,Paris,France,48.8914084,2.3389312
Sushirama,sushirama,Japonais,2,21,EUR,9.2,892,95 Rue du Faubourg Saint-Martin,75010,Paris,France,48.8733207,2.3578286
La Romanella,la-romanella,Italien,2,26,EUR,9.4,523,81 Av. Félix Faure,75015,Paris,France,48.8396512,2.2847867
Il Forno,il-forno,Italien,2,26,EUR,9.4,17,188 Rue de Crimée,75019,Paris,France,48.8911938,2.376416
Brasserie JAJA,brasserie-jaja,Français,1,19,EUR,8.2,55,47 Rue d'Amsterdam,75008,Paris,France,48.8798114,2.3268788
La Côte ou la Cuisse,la-cote-ou-la-cuisse,Français,3,38,EUR,9.2,34,8 Rue Tournefort,75005,Paris,France,48.8440024,2.3479696
Les Nouveaux Sauvages P Réunion,les-nouveaux-sauvages-p-reunion,Italien,3,33,EUR,7.5,13,71 Rue de la Réunion,75020,Paris,France,48.8558475,2.4005207
Royal Kashmir,royal-kashmir,Indien,2,20,EUR,7.8,288,52 Avenue des Gobelins,75013,Paris,France,48.83394,2.3535017
Casa Toni,casa-toni,Italien,3,47,EUR,9,1544,"41, rue Legendre",75017,Parigi,France,48.885097441244,2.315929889678955
Diners et Déjeuners Croisières Bateau Ivoire,diners-et-dejeuners-croisieres-bateau-ivoire,Français,4,69,EUR,7.8,98,Pont Alexandre III,75007,Paris,France,48.863194,2.3125426
Le Stand,le-stand,Cuisine du monde,2,29,EUR,9,356,9 Boulevard Edgar Quinet,75014,Paris,France,48.8407232,2.325063
Hestia,hestia,Français,4,65,EUR,9.8,192,8 Rue de la Huchette,75005,Paris,France,48.8529399,2.346266
Messieurs KIM,messieurs-kim,Coréen,1,12,EUR,8.8,55,42 Rue du Cardinal Lemoine,75005,Paris,France,48.846906,2.351855
Restaurant Saigon,restaurant-saigon,Vietnamien,2,25,EUR,9.7,18,11 Rue André Lefebvre,75015,Paris,France,48.842726,2.2780253
Doron Niel,doron-niel,Israelien,2,20,EUR,9,38,73 Av. Niel,75017,Paris,France,48.88236490000001,2.2958794
Le Clin d'Oeil,le-clin-d-oeil,Français,3,35,EUR,9.3,1185,"15, rue Copreaux",75015,Paris,France,48.841875999736,2.3068599700927734
Perchiana Paris,perchiana-paris,Cuisine du monde,2,20,EUR,9.1,3641,7 Rue Mademoiselle,75015,Paris,France,48.8436859,2.2940616
Péniche Antipode,peniche-antipode,Français,1,19,EUR,8.6,9,55 Quai de la Seine,75019,Paris,France,48.88646850000001,2.3753792
Café Nenesse,cafe-nenesse,Français,3,33,EUR,9,112,23 Rue de la Butte aux Cailles,75013,Paris,France,48.8275286,2.3495547
Le Cirque,le-cirque,Français,2,26,EUR,8.8,779,141 Rue Saint-Martin,75004,Paris,France,48.8614913,2.3513056
La Méditerranée,la-mediterranee,,4,64,EUR,9.2,2628,2 Place de l'Odéon,75006,Paris,France,48.8500773,2.3385753
L'Oiseau Blanc,l-oiseau-blanc,Français,4,290,EUR,9.5,384,19 Avenue Kléber,75116,Paris,France,48.8710605,2.293402
Midory,midory,Japonais,2,25,EUR,8.5,97,49 Rue de l'Arbre Sec,75001,Paris,France,48.8613319,2.3423596
Les Bateaux Mouches®,les-bateaux-mouches,Français,4,103,EUR,8.8,424,Port de la Conférence,75008,Paris,France,48.8641447,2.3054563
Joeric,joeric,Français,3,35,EUR,0,787,47 Rue des 3 Bornes,75011,Paris,France,48.8675663,2.3751982
Dad's Den,dad-s-den,Fusion,2,29,EUR,9.1,1984,17 Rue Saint-Paul,75004,Paris,France,48.8533476,2.3613789
La Grande Ourse,la-grande-ourse,Français,3,45,EUR,9.4,650,"9, rue Georges Saché",75014,Paris,France,48.8322,2.32343
Le Flores,le-flores,Français,3,38,EUR,8.3,108,80 Rue de Grenelle,75007,Paris,France,48.8551436,2.3244714
Sinner,sinner,Fusion,4,74,EUR,8.9,338,116 Rue du Temple,75003,Paris,France,48.8630779,2.3580603
Breakfast in America - Le Marais,breakfast-in-america-le-marais,Américain,1,19,EUR,8.4,45,4 Rue Malher,75004,Paris,France,48.8555476,2.3613357
Mano a Mano,mano-a-mano,Italien,2,23,EUR,9.3,80,8 Rue Jouffroy d'Abbans,75017,Paris,France,48.8872347,2.3128551
Le Copernic,le-copernic,Français,3,32,EUR,8.9,142,54 Av. Kléber,75116,Paris,France,48.8688206,2.2910787
L'Essentiel,l-essentiel,Français,2,20,EUR,8.9,209,168 Rue d'Alésia,75014,Paris,France,48.8318352,2.3146016
Madame Charles,madame-charles,Français,2,25,EUR,9.3,2057,167 Rue Saint Charles,75015,Paris,France,48.8418749,2.281655
Le Mastroquet,le-mastroquet,Français,2,25,EUR,9.3,558,3 Rue Riboutté,75009,Paris,France,48.8762329,2.3463971
Le 122,le-122,Français,3,51,EUR,9.3,2058,122 Rue de Grenelle,75007,Paris,France,48.857145,2.319359
Nouilles Ceintures - Montmartre,nouilles-ceintures-montmartre,Asiatique,1,18,EUR,9.4,140,17 Rue du Faubourg Montmartre,75009,Paris,France,48.8726641,2.3430035
Breakfast in America - Quartier Latin,breakfast-in-america-quartier-latin,Américain,1,18,EUR,8.9,52,17 Rue des Écoles,75005,Paris,France,48.8477717,2.351157
Gloria,gloria,Italien,3,46,EUR,8.9,2044,108 Rue Saint-Dominique,75007,Paris,France,48.8587034,2.3025642
C Beyrouth,c-beyrouth,Libanais,2,28,EUR,0,2,103 Rue Monge,75005,Paris,France,48.8404867,2.3519563
Alliance,alliance,Français,4,156,EUR,9.8,901,5 Rue de Poissy,75005,Paris,France,48.8499125,2.3533046
Corossol,corossol,Créole,2,20,EUR,9.4,118,39 Rue de Bretagne,75003,Paris,France,48.8629259,2.3621657
Boudoir des Muses,boudoir-des-muses,Français,3,40,EUR,8.9,9,6 Rue de Saintonge,75003,Paris,France,48.8613327,2.3620283
Ajumma,ajumma,Coréen,2,26,EUR,9.2,266,89 Rue d'Hauteville,75010,Paris,France,48.8773685,2.3513477
C’est Comme à la Maison - CCALM,c-est-comme-a-la-maison-ccalm,Français,2,26,EUR,9.7,129,6 Rue Geoffroy l'Angevin,75004,Paris,France,48.8606187,2.3544723
Matsuri Victor Hugo,matsuri-victor-hugo,Japonais,2,21,EUR,9,7728,"119-121, avenue Victor Hugo",75116,Paris,France,48.8682479,2.2820246
Le Chalet d'Avron,le-chalet-d-avron,Français,2,29,EUR,9,1151,"108, rue de Montreuil",75011,Paris,France,48.851089063145,2.3971199989318848
Kokoro,kokoro,Japonais,2,25,EUR,9,480,145 Rue St Charles,75015,Paris,France,48.84308610000001,2.2826928
Street Food Original,street-food-original,Américain,1,15,EUR,8.8,196,12 Rue du Général Lanrezac,75017,Paris,France,48.8763042,2.2941774
Le Montholon,le-montholon,Français,2,21,EUR,6.8,7,84 Rue La Fayette,75009,Paris,France,48.8767163,2.3476244
Restaurant Teheran,restaurant-teheran,Iranien,3,30,EUR,8.4,17,8 Rue Beaugrenelle,75015,Paris,France,48.8476401,2.2851716
Noûsh,noush,Cuisine du monde,2,27,EUR,9,744,60 Rue Saint-Lazare,75009,Paris,France,48.8769526,2.3331902
Saveurs de Printemps,saveurs-de-printemps,Chinois,3,34,EUR,9.3,73,23 Avenue du Dr Arnold Netter,75012,Paris,France,48.842386,2.4048031
Gustoso,gustoso,Italien,2,27,EUR,9,60,8 Rue Vicq d'Azir,75010,Paris,France,48.8759092,2.3695646
Brasserie le Peschadoires,brasserie-le-peschadoires,Français,1,19,EUR,8.8,23,163 Rue Lecourbe,75015,Paris,France,48.8412581,2.298462900000001
Au Clair de la lune,au-clair-de-la-lune,Français,2,29,EUR,8.7,171,9 Rue Poulbot,75018,Paris,France,48.8865799,2.3397403
Mam Son,mam-son,Vietnamien,1,16,EUR,8.7,372,103 Boulevard du Montparnasse,75006,Paris,France,48.8424774,2.3290835
Hyang-Ly,hyang-ly,Coréen,2,26,EUR,9.4,116,3 Rue de Hanovre,75002,Paris,France,48.8700529,2.3354506
Ji Bai He,ji-bai-he,Chinois,1,16,EUR,8.6,38,108 Rue Olivier de Serres,75015,Paris,France,48.8316851,2.2928559
Simo e i suoi fratelli,simo-e-i-suoi-fratelli,Italien,2,24,EUR,9.7,10,39 Rue Saint-Ferdinand,75017,Paris,France,48.8776346,2.2875317
Villa Punjab,villa-punjab,Indien,2,29,EUR,9.5,350,"15, rue Léon Jost",75017,Paris,France,48.880888109919,2.3021299839019775
Boolofood,boolofood,Africain,2,22,EUR,9.2,96,20 Rue de Joinville,75019,Paris,France,48.8903325,2.3795202
Superbao Paris 10,superbao-paris-10,Asiatique,1,15,EUR,9.2,74,3 Rue Yves Toudic,75010,Paris,France,48.86933670000001,2.364112
Maloya,maloya,Créole,2,27,EUR,9.3,1236,59 bis Rue de Lancry,75010,Paris,France,48.8721997,2.3626743
La Divina Commedia,la-divina-commedia,Italien,4,52,EUR,9.6,1027,"12, rue du Dragon",75006,Paris,France,48.85379,2.33125
Les Quidams,les-quidams,Français,2,23,EUR,8.9,226,6 Rue Ganneron,75018,Paris,France,48.8859903,2.3268586
Sushi Maydo,sushi-maydo,Japonais,2,20,EUR,8.7,32,3 Rue Erard,75012,Paris,France,48.8453139,2.3840285
L'Authentique,l-authentique,Français,3,48,EUR,9.3,1352,"167, rue de Vaugirard",75015,Paris,France,48.84305,2.3146
Nolinski,nolinski,Français,4,70,EUR,9.4,398,16 Avenue de l'Opéra,75001,Paris,France,48.8654978,2.3347863
Sosso,sosso,Méditérranéen,2,20,EUR,9.5,230,36 Rue Ramey,75018,Paris,France,48.8895817,2.346334
Asahi,asahi,Asiatique,2,20,EUR,9.4,286,"56, rue de Belleville",75020,Paris,France,48.87322,2.38211
Neige d'été,neige-d-ete,Français,4,140,EUR,9.6,1057,"12, rue de l'Amiral Roussin",75015,Paris,France,48.84539,2.29906
Pappasito's,pappasito-s,Français,2,29,EUR,7.8,15,96 R. des Martyrs,75018,Paris,France,48.8842765,2.3398684
Angelo Restaurant,angelo-restaurant,Cuisine du monde,2,25,EUR,9.2,1378,197 Rue de Grenelle,75007,Paris,France,48.8564893,2.3032933
Le Sens Unique,le-sens-unique,Français,3,47,EUR,9.6,1193,47 Rue de Ponthieu,75008,Paris,France,48.871616,2.306389
Vin et Marée Murat - Pte de St Cloud- Exelmans,vin-et-maree-murat-pte-de-st-cloud-exelmans,Français,3,49,EUR,9.4,16745,2 Rue Daumier,75016,Paris,France,48.8392953,2.2647084
Latino Gourmand 17eme,latino-gourmand-17eme,Péruvien,2,27,EUR,9.5,104,97 Av. Niel,75017,Paris,France,48.8842442,2.2967774
La Cantine Sicilienne,la-cantine-sicilienne,Italien,3,39,EUR,9.2,58,49 Rue Orfila,75020,Paris,France,48.866994,2.39768
Pasta e basta,pasta-e-basta,Italien,3,33,EUR,8.9,584,105 Rue de Tolbiac,75013,Paris,France,48.8264136,2.364465
Les Papilles,les-papilles,Français,3,39,EUR,9.6,1616,30 Rue Gay-Lussac,75005,Paris,France,48.8445431,2.341672
La Bucherie,la-bucherie,Français,2,26,EUR,7.8,43,41 Rue de la Bûcherie,75005,Paris,France,48.8526621,2.3469104
Les Bougresses,les-bougresses,Français,3,35,EUR,9.5,1787,6 Rue de Jarente,75004,Paris,France,48.855788,2.3630649
Fogata Latina,fogata-latina,Latino,2,25,EUR,9.8,570,2 Rue Thibaud,75014,Paris,France,48.82971,2.327999
Les Baux de Paris,les-baux-de-paris,Français,3,33,EUR,9,759,71 Rue Mouffetard,75005,Paris,France,48.8423157,2.3499636
L'Ecluse Carnot,l-ecluse-carnot,Français,3,30,EUR,9.2,47,1 Rue d'Armaillé,75017,Paris,France,48.8771634,2.2920194
Lhotse,lhotse,Cuisine du monde,2,26,EUR,9.2,1485,44 Rue de Londres,75008,Paris,France,48.8782554,2.3264704
Au Rocher de Cancale,au-rocher-de-cancale,Français,3,35,EUR,8.8,432,78 Rue Montorgueil,75002,Paris,France,48.8655795,2.3471713
Restaurant De Sers,restaurant-de-sers,Français,4,55,EUR,8.3,2895,"41, avenue Pierre 1er de Serbie",75008,Paris,France,48.868130016768,2.3005900382995605
Oishii,oishii,Japonais,1,17,EUR,9.2,88,38 Rue Louis Blanc,75010,Paris,France,48.8815797,2.3646533
Moghol,moghol,Indien,2,29,EUR,8.7,2251,"26, rue Caumartin",75009,Paris,France,48.872142204426,2.3281900882720947
Le Forty One,le-forty-one,Français,2,27,EUR,8.2,98,41 Rue Poussin,75016,Paris,France,48.8483822,2.2607871
Limone,limone,Italien,3,34,EUR,0,0,80 Rue Lauriston,75116,Paris,France,48.86775000000001,2.288228
Thai Basilic,thai-basilic,Asiatique,1,17,EUR,9.4,87,6 Pass. Susan-Sontag,75019,Paris,France,48.8981056,2.3750286
Will's Deli Oberkampf,will-s-deli-oberkampf,Français,2,25,EUR,9.2,12,101 Rue Oberkampf,75011,Paris,France,48.8656757,2.376743
Bululu Arepera,bululu-arepera,Latino,1,18,EUR,9.5,246,20 Rue de la Fontaine du But,75018,Paris,France,48.8909881,2.3396162
Le Petit Sommelier,le-petit-sommelier,Français,3,50,EUR,8.2,808,49 Avenue du Maine,75014,Paris,France,48.8402877,2.3220475
Caffe Créole,caffe-creole,Créole,3,31,EUR,8.7,913,62 Bd Beaumarchais,75011,Paris,France,48.8579294,2.3683456
Ha Noi 1988 Sao Vang,ha-noi-1988-sao-vang,Vietnamien,2,20,EUR,9,60,16 Rue le Regrattier,75004,Paris,France,48.8522465,2.3548482
Acmé,acme,Français,4,58,EUR,9.5,25,16 Rue de l'Asile Popincourt,75011,Paris,France,48.8600044,2.3753166
Pizza de Venise,pizza-de-venise,Pizzeria,2,22,EUR,0,3,58 Rue de Montreuil,75011,Paris,France,48.8503621,2.3897306
WEI RAMEN,wei-ramen,Japonais,2,25,EUR,9.2,135,18 Rue Volta,75003,Paris,France,48.8650085,2.3570901
Mizushi,mizushi,Japonais,2,26,EUR,8.9,310,46 Rue Saint-Georges,75009,Paris,France,48.8771065,2.3373386
Sushi Rainbow,sushi-rainbow,Asiatique,2,22,EUR,8.8,87,18 Rue Daval,75011,Paris,France,48.8544887,2.3708195
Le Mondial,le-mondial,,2,26,EUR,6.9,42,12 Rue Auber,75009,Paris,France,48.8728825,2.3290334
Tappo,tappo,Italien,2,27,EUR,9.4,69,19 Rue Commines,75003,Paris,France,48.8623703,2.366421
Sale e Pepe 19ème,sale-e-pepe-19eme,Italien,3,31,EUR,8.1,129,110 Boulevard de la Villette,75019,Paris,France,48.877139,2.371614
Le Chai Saint Germain,le-chai-saint-germain,Français,3,50,EUR,8.8,98,26 Rue de Buci,75006,Paris,France,48.8538182,2.3364388
Lagny,lagny,Français,2,20,EUR,9.1,41,25 Bd Davout,75020,Paris,France,48.84888979999999,2.4111119
Bouch. 3e,bouch-3e,Français,2,20,EUR,9.4,475,10 Rue Réaumur,75003,Paris,France,48.8649974,2.3590913
Zafran,zafran,Indien,2,26,EUR,9.5,1723,35 Rue de Saint-Pétersbourg,75008,Paris,France,48.8824269,2.3258709
Les Ambassades,les-ambassades,Français,2,22,EUR,8.8,60,95 Rue de Grenelle,75007,Paris,France,48.8564362,2.3208742
Jardin du Kashmir,jardin-du-kashmir,Indien,2,25,EUR,9.4,358,"60, rue Legendre",75017,Paris,France,48.885360826242,2.3162500858306885
Les Frangins,les-frangins,Français,2,21,EUR,7.9,63,19 Avenue Mathurin Moreau,75019,Paris,France,48.8783334,2.3726129
Page 35,page-35,Français,2,27,EUR,9.2,700,4 Rue du Parc Royal,75003,Paris,France,48.8585231,2.3639517
Sakura 1988,sakura-1988,Asiatique,2,25,EUR,0,0,46 Rue de la Roquette,75011,Paris,France,48.8546153,2.37267
Safran,safran,Indien,3,33,EUR,9.2,887,"13, rue de la Harpe",75005,Paris,France,48.852472131499,2.344670057296753
Les Fous de l'Ile,les-fous-de-l-ile,Français,1,1,EUR,8.3,24,33 Rue des Deux Ponts,75004,Paris,France,48.8522441,2.3567931
Sam Chic,sam-chic,Coréen,3,35,EUR,9.2,1478,11 Rue Rameau,75002,Paris,France,48.86785769999999,2.3367685
POTALA RESTAURANT,potala-restaurant,Japonais,2,25,EUR,8.1,23,102 Rue La Fayette,75010,Paris,France,48.87752580000002,2.350618700000001
Mian Mian,mian-mian,Chinois,1,19,EUR,9.2,140,4 Rue Pétel,75015,Paris,France,48.841273,2.2991171
Le Saint Georges,le-saint-georges,Français,2,26,EUR,8.2,50,23 Rue d´Abbeville,75009,Paris,France,48.8792503,2.3487602
Le Coin Pop,le-coin-pop,Français,3,35,EUR,9.5,206,24 Rue du Marché Popincourt,75011,Paris,France,48.8644496,2.3737594
Monsieur Poirot,monsieur-poirot,Français,2,25,EUR,9.3,620,23 Rue Sedaine,75011,Paris,France,48.8564748,2.3731646
Le Clarence,le-clarence,Français,4,195,EUR,9.5,680,31 Avenue Franklin Delano Roosevelt,75008,Paris,France,48.8674054,2.3096764
Pink Fizz,pink-fizz,Asiatique,3,30,EUR,9.2,2242,46 Bd de Clichy,75018,Paris,France,48.8831496,2.3357351
Midi 12,midi-12,Crêperie,2,21,EUR,9.4,1475,12 Rue la Fayette,75009,Paris,France,48.873207,2.3347528
OYA Nouilles,oya-nouilles,,2,21,EUR,9.2,109,22 Rue de Lancry,75010,Paris,France,48.8701468,2.3610971
La Sajerie,la-sajerie,Libanais,1,16,EUR,9.5,92,20 Rue d'Abbeville,75009,Paris,France,48.8793376,2.349091
Le Louis XVI,le-louis-xvi,Français,4,59,EUR,8.5,1858,"47, rue des Mathurins",75008,Paris,France,48.873193499963,2.3233399391174316
Les Niçois,les-nicois,Méditérranéen,2,25,EUR,9.2,177,7 Rue Lacharrière,75011,Paris,France,48.8620951,2.3780524
Sam Sun,sam-sun,Asiatique,2,25,EUR,9.3,269,41 Rue de Richelieu,75001,Paris,France,48.86585269999999,2.3367437
Good Food by Jood,good-food-by-jood,Libanais,1,15,EUR,0,1,4-6 Rue Lobineau,75006,Paris,France,48.8518596,2.3362615
Mamamia Paris (Festive Italian Restaurant),mamamia-paris-festive-italian-restaurant,Italien,4,79,EUR,7.4,138,5 Rue Vernet,75008,Paris,France,48.8712165,2.3001465
Yamanashi,yamanashi,Japonais,2,20,EUR,8.9,453,5 Rue de Lancry,75010,Paris,France,48.869107,2.3599999
Briscola,briscola,Italien,1,15,EUR,9.7,51,8 Rue Laplace,75005,Paris,France,48.84733,2.3477401
Saint Mercure,saint-mercure,Italien,2,23,EUR,8.8,1454,"58, rue Vasco de Gama",75015,Paris,France,48.83602,2.28423
Janette Bar de la Mer,janette-bar-de-la-mer,Français,3,50,EUR,6.1,5,6 Av. George V,75008,Paris,France,48.8654425,2.3017903
Le paradiso,le-paradiso,Français,2,29,EUR,8.7,90,81 Rue Saint-Louis en l'Île,75004,Paris,France,48.8527558,2.353779
Maison Brochettes,maison-brochettes,Français,2,27,EUR,9.2,27,10 Rue du Grenier-Saint-Lazare,75003,Paris,France,48.8629361,2.3539514
Café de la Place,cafe-de-la-place,Français,2,20,EUR,8.8,47,194 Av. de Choisy,75013,Paris,France,48.8310249,2.3577341
MERSEA Beaupassage,mersea-beaupassage,,3,33,EUR,8.8,745,53 Rue de Grenelle,75007,Paris,France,48.8545945,2.3253427
Picotte,picotte,Français,3,42,EUR,9.3,879,42 Rue de Malte,75011,Paris,France,48.8662365,2.3675038
Fellini,fellini,Français,3,30,EUR,8.3,117,47 Rue de l'Arbre Sec,75001,Paris,France,48.8612431,2.3422783
Barrio Meshica Charonne,barrio-meshica-charonne,Mexicain,2,25,EUR,9.4,323,48 Rue Léon Frot,75011,Paris,France,48.855937,2.386454
Jeongané,jeongane,Coréen,2,26,EUR,9.3,1112,60 Rue des Morillons,75015,Paris,France,48.8318806,2.3042287
La Villa Gambetta,la-villa-gambetta,Français,2,25,EUR,8.5,131,8 Pl. Gambetta,75020,Paris,France,48.8646398,2.398355500000001
La French Guinguette,la-french-guinguette,Français,2,25,EUR,8.4,89,58 Rue Rambuteau,75004,Paris,France,48.8617818,2.3515038
Chimère,chimere,Français,3,43,EUR,9.3,400,22 Rue du 4 septembre,75002,Paris,France,48.8700314,2.3355218
Ao Yama,ao-yama,Japonais,2,26,EUR,0,349,22bis Rue de la Verrerie,75004,Paris,France,48.857447,2.3546065
Levain du Levant,levain-du-levant,Libanais,1,18,EUR,9.2,129,8 Pl. Adolphe Max,75009,Paris,France,48.88313429999999,2.329307
Cafe des Dames,cafe-des-dames,Français,2,24,EUR,8.7,20,8 Av. de Villiers,75017,Paris,France,48.8817396,2.3154043
Miam,miam,Français,3,39,EUR,8.9,1699,72 Boulevard Malesherbes,75008,Paris,France,48.8789821,2.3152937
Le Faitout,le-faitout,Français,2,20,EUR,0,210,"23, avenue Simon Bolivar",75019,Paris,France,48.87479,2.38254
Comptoir du 16,comptoir-du-16,,2,26,EUR,9.2,570,24 Boulevard Exelmans,75016,Paris,France,48.8410566,2.2652077
Paillettes Paris,paillettes-paris,Méditérranéen,3,35,EUR,7.5,69,14 rue saint fiacre,75002,Paris,France,48.8704851,2.3414878
